building	effect	effect_scope	value	value_damaged	value_ruined
wh2_main_special_fortress_gate_griffon_vmp_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_griffon_vmp_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_griffon_vmp_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_griffon_vmp_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_griffon_vmp_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_griffon_wef_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_chaos_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_chaos_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_chaos_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_chaos_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_chaos_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_cst_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_cst_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_cst_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_cst_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_cst_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_hef_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_hef_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_hef_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_hef_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_hef_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_skaven_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_skaven_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_skaven_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_skaven_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_skaven_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_untainted_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_untainted_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_untainted_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_untainted_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_untainted_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_vmp_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_vmp_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_vmp_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_vmp_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_vmp_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_phoenix_wef_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_chaos_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_chaos_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_chaos_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_chaos_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_chaos_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_cst_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_cst_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_cst_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_cst_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_cst_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_hef_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_hef_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_hef_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_hef_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_hef_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_skaven_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_skaven_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_skaven_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_skaven_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_skaven_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_untainted_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_untainted_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_untainted_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_untainted_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_untainted_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_vmp_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_vmp_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_vmp_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_vmp_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_vmp_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_fortress_gate_unicorn_wef_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0000	2.0000	2.0000
wh2_main_special_settlement_altdorf_cst_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_cst_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_cst_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_cst_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_cst_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_def_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_def_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_def_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_def_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_def_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_dwf_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_dwf_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_dwf_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_dwf_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_dwf_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_grn_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_grn_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_grn_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_grn_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_grn_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_hef_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_hef_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_hef_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_hef_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_hef_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_lzd_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_lzd_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_lzd_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_lzd_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_lzd_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_norsca_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_norsca_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_norsca_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_norsca_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_norsca_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_other_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_other_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_other_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_other_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_other_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_savage_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_savage_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_savage_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_skv_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_skv_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_skv_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_skv_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_altdorf_skv_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_brt_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_brt_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_brt_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_brt_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_brt_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_cst_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_cst_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_cst_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_cst_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_cst_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_def_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_def_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_def_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_def_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_def_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_dwf_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_dwf_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_dwf_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_dwf_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_dwf_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_emp_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_emp_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_emp_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_emp_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_emp_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_grn_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_grn_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_grn_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_grn_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_grn_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_hef_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_hef_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_hef_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_hef_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_hef_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_lzd_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_lzd_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_lzd_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_lzd_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_lzd_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_norsca_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_norsca_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_norsca_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_savage_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_savage_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_savage_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_skv_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_skv_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_skv_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_skv_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_skv_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_vmp_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_vmp_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_vmp_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_vmp_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_athel_loren_vmp_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_black_crag_brt_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_black_crag_brt_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_black_crag_brt_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_black_crag_brt_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
wh2_main_special_settlement_black_crag_brt_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	1.0000	1.0000	1.0000
